time,irradiance,h_sun,temp,wind
20160125:1610,0.0,0.0,10.76,1.07
20160125:1710,0.0,0.0,9.64,1.22
20160125:1810,0.0,0.0,8.51,1.38
20160125:1910,0.0,0.0,7.77,1.3
20160125:2010,0.0,0.0,7.03,1.22
20160125:2110,0.0,0.0,6.29,1.14
20160125:2210,0.0,0.0,6.02,1.01
20160125:2310,0.0,0.0,5.75,0.88
20160126:0010,0.0,0.0,5.48,0.74
20160126:0110,0.0,0.0,5.5,0.72
20160126:0210,0.0,0.0,5.51,0.69
20160126:0310,0.0,0.0,5.52,0.66
20160126:0410,0.0,0.0,5.23,0.67
20160126:0510,0.0,0.0,4.93,0.68
20160126:0610,0.0,0.0,4.64,0.69
20160126:0710,0.0,0.0,5.4,0.81
20160126:0810,113.18,9.06,6.17,0.93
20160126:0910,408.15,16.58,6.93,1.05
20160126:1010,641.76,22.23,9.2,0.78
20160126:1110,790.49,25.46,11.47,0.51
20160126:1210,809.59,25.9,13.74,0.23
20160126:1310,735.7,23.47,14.1,0.34
20160126:1410,602.26,18.49,14.46,0.46
20160126:1510,362.78,11.47,14.82,0.57
20160126:1610,0.0,2.95,13.2,0.79
20160126:1710,0.0,0.0,11.59,1.02
20160126:1810,0.0,0.0,9.97,1.24
20160126:1910,0.0,0.0,9.03,1.27
20160126:2010,0.0,0.0,8.09,1.3
20160126:2110,0.0,0.0,7.16,1.32
20160126:2210,0.0,0.0,6.91,1.23
20160126:2310,0.0,0.0,6.66,1.14
20160127:0010,0.0,0.0,6.41,1.05
20160127:0110,0.0,0.0,6.29,1.05
20160127:0210,0.0,0.0,6.16,1.05
20160127:0310,0.0,0.0,6.03,1.05
20160127:0410,0.0,0.0,5.78,0.95
20160127:0510,0.0,0.0,5.53,0.86
20160127:0610,0.0,0.0,5.28,0.76
20160127:0710,0.0,0.0,6.19,0.72
20160127:0810,67.56,9.24,7.09,0.69
20160127:0910,92.81,16.78,8.0,0.65
20160127:1010,276.04,22.45,10.05,0.74
20160127:1110,411.8,25.71,12.1,0.83
20160127:1210,445.61,26.15,14.15,0.92
20160127:1310,374.33,23.73,14.4,1.14
20160127:1410,218.74,18.74,14.66,1.37
20160127:1510,201.48,11.71,14.91,1.59
20160127:1610,0.0,3.18,13.35,1.66
20160127:1710,0.0,0.0,11.79,1.72
20160127:1810,0.0,0.0,10.23,1.79
20160127:1910,0.0,0.0,9.62,1.75
20160127:2010,0.0,0.0,9.01,1.7
20160127:2110,0.0,0.0,8.41,1.66
20160127:2210,0.0,0.0,8.44,1.57
20160127:2310,0.0,0.0,8.47,1.49
20160128:0010,0.0,0.0,8.5,1.41
20160128:0110,0.0,0.0,8.67,1.32
20160128:0210,0.0,0.0,8.84,1.24
20160128:0310,0.0,0.0,9.01,1.16
20160128:0410,0.0,0.0,8.78,1.09
20160128:0510,0.0,0.0,8.56,1.03
20160128:0610,0.0,0.0,8.33,0.97
20160128:0710,0.0,0.0,8.89,0.9
20160128:0810,168.12,9.42,9.46,0.84
20160128:0910,468.98,16.99,10.02,0.77
20160128:1010,682.13,22.69,11.19,1.06
20160128:1110,784.95,25.96,12.35,1.35
20160128:1210,779.27,26.42,13.52,1.64
20160128:1310,359.66,23.99,13.51,1.7
20160128:1410,170.28,19.0,13.49,1.75
20160128:1510,87.73,11.96,13.48,1.81
20160128:1610,0.88,3.41,12.43,1.63
20160128:1710,0.0,0.0,11.37,1.46
20160128:1810,0.0,0.0,10.32,1.28
20160128:1910,0.0,0.0,9.99,1.14
20160128:2010,0.0,0.0,9.66,0.99
20160128:2110,0.0,0.0,9.34,0.84
20160128:2210,0.0,0.0,9.59,0.69
20160128:2310,0.0,0.0,9.85,0.54
20160129:0010,0.0,0.0,10.1,0.39
20160129:0110,0.0,0.0,9.67,0.42
20160129:0210,0.0,0.0,9.23,0.45
20160129:0310,0.0,0.0,8.79,0.48
20160129:0410,0.0,0.0,8.78,0.8
20160129:0510,0.0,0.0,8.78,1.12
20160129:0610,0.0,0.0,8.77,1.43
20160129:0710,0.0,0.0,8.98,1.6
20160129:0810,85.93,9.61,9.19,1.77
20160129:0910,193.57,17.2,9.4,1.93
20160129:1010,116.08,22.92,10.11,1.82
20160129:1110,125.87,26.22,10.81,1.71
20160129:1210,171.78,26.69,11.52,1.6
20160129:1310,162.87,24.26,11.92,1.62
20160129:1410,557.79,19.26,12.31,1.65
20160129:1510,69.08,12.2,12.71,1.67
20160129:1610,2.65,3.65,11.58,1.53
20160129:1710,0.0,0.0,10.44,1.39
20160129:1810,0.0,0.0,9.31,1.26
20160129:1910,0.0,0.0,8.42,1.0
20160129:2010,0.0,0.0,7.53,0.75
20160129:2110,0.0,0.0,6.64,0.5
20160129:2210,0.0,0.0,5.91,0.4
20160129:2310,0.0,0.0,5.19,0.29
20160130:0010,0.0,0.0,4.46,0.19
20160130:0110,0.0,0.0,4.62,0.43
20160130:0210,0.0,0.0,4.77,0.66
20160130:0310,0.0,0.0,4.92,0.9
20160130:0410,0.0,0.0,4.84,0.91
20160130:0510,0.0,0.0,4.75,0.92
20160130:0610,0.0,0.0,4.67,0.94
20160130:0710,0.0,0.0,5.56,1.2
20160130:0810,174.26,9.8,6.44,1.45
20160130:0910,79.01,17.42,7.33,1.71
20160130:1010,335.13,23.17,9.02,1.99
20160130:1110,809.24,26.48,10.7,2.27
20160130:1210,347.31,26.96,12.39,2.55
20160130:1310,578.63,24.54,12.5,2.87
20160130:1410,96.08,19.52,12.61,3.19
20160130:1510,22.38,12.46,12.72,3.5
20160130:1610,3.53,3.89,11.49,3.02
20160130:1710,0.0,0.0,10.25,2.54
20160130:1810,0.0,0.0,9.02,2.06
20160130:1910,0.0,0.0,8.68,1.94
20160130:2010,0.0,0.0,8.35,1.83
20160130:2110,0.0,0.0,8.02,1.72
20160130:2210,0.0,0.0,8.05,1.75
20160130:2310,0.0,0.0,8.08,1.77
20160131:0010,0.0,0.0,8.11,1.79
20160131:0110,0.0,0.0,7.76,1.6
20160131:0210,0.0,0.0,7.41,1.41
20160131:0310,0.0,0.0,7.06,1.21
20160131:0410,0.0,0.0,7.02,1.23
20160131:0510,0.0,0.0,6.99,1.25
20160131:0610,0.0,0.0,6.95,1.27
20160131:0710,0.0,0.0,7.59,1.47
20160131:0810,32.63,10.0,8.23,1.66
20160131:0910,42.89,17.64,8.87,1.86
20160131:1010,37.3,23.41,9.59,2.21
20160131:1110,40.09,26.75,10.3,2.55
20160131:1210,53.15,27.24,11.01,2.9
20160131:1310,39.16,24.82,11.3,2.98
20160131:1410,50.35,19.79,11.6,3.06
20160131:1510,32.63,12.71,11.89,3.14
20160131:1610,3.53,4.13,11.59,2.91
20160131:1710,0.0,0.0,11.3,2.69
20160131:1810,0.0,0.0,11.0,2.46
20160131:1910,0.0,0.0,10.8,2.57
20160131:2010,0.0,0.0,10.6,2.69
20160131:2110,0.0,0.0,10.41,2.8
20160131:2210,0.0,0.0,10.36,2.6
20160131:2310,0.0,0.0,10.31,2.4
20160201:0010,0.0,0.0,10.26,2.19
20160201:0110,0.0,0.0,10.19,2.3
20160201:0210,0.0,0.0,10.13,2.41
20160201:0310,0.0,0.0,10.06,2.52
20160201:0410,0.0,0.0,9.84,2.69
20160201:0510,0.0,0.0,9.63,2.86
20160201:0610,0.0,0.0,9.41,3.03
20160201:0710,0.0,0.0,9.61,3.15
20160201:0810,57.79,10.21,9.8,3.26
20160201:0910,160.32,17.87,9.99,3.38
20160201:1010,326.19,23.67,10.44,3.36
20160201:1110,178.81,27.03,10.88,3.33
20160201:1210,120.28,27.53,11.32,3.31
20160201:1310,132.74,25.1,11.98,3.2
20160201:1410,114.73,20.06,12.64,3.09
20160201:1510,92.15,12.97,13.3,2.98
20160201:1610,8.83,4.37,12.45,2.62
20160201:1710,0.0,0.0,11.59,2.26
20160201:1810,0.0,0.0,10.73,1.9
20160201:1910,0.0,0.0,10.17,1.69
20160201:2010,0.0,0.0,9.61,1.47
20160201:2110,0.0,0.0,9.05,1.26
20160201:2210,0.0,0.0,8.83,1.28
20160201:2310,0.0,0.0,8.62,1.31
20160202:0010,0.0,0.0,8.4,1.34
20160202:0110,0.0,0.0,8.47,1.15
20160202:0210,0.0,0.0,8.53,0.97
20160202:0310,0.0,0.0,8.59,0.79
20160202:0410,0.0,0.0,8.32,0.75
20160202:0510,0.0,0.0,8.06,0.71
20160202:0610,0.0,0.0,7.79,0.68
20160202:0710,0.0,0.0,8.31,0.63
20160202:0810,85.7,10.42,8.83,0.58
20160202:0910,154.61,18.11,9.34,0.54
20160202:1010,232.74,23.93,11.16,0.69
20160202:1110,208.19,27.3,12.98,0.83
20160202:1210,151.63,27.81,14.79,0.98
20160202:1310,205.89,25.39,14.72,1.06
20160202:1410,154.35,20.34,14.65,1.14
20160202:1510,76.25,13.23,14.57,1.21
20160202:1610,20.31,4.61,13.16,1.49
20160202:1710,0.0,0.0,11.74,1.76
20160202:1810,0.0,0.0,10.33,2.03
20160202:1910,0.0,0.0,9.96,1.98
20160202:2010,0.0,0.0,9.6,1.94
20160202:2110,0.0,0.0,9.23,1.89
20160202:2210,0.0,0.0,9.04,1.81
20160202:2310,0.0,0.0,8.84,1.73
20160203:0010,0.0,0.0,8.65,1.66
20160203:0110,0.0,0.0,8.78,1.47
20160203:0210,0.0,0.0,8.91,1.29
20160203:0310,0.0,0.0,9.04,1.1
20160203:0410,0.0,0.0,8.89,1.26
20160203:0510,0.0,0.0,8.73,1.41
20160203:0610,0.0,0.0,8.58,1.56
20160203:0710,0.0,0.0,8.89,2.0
20160203:0810,189.91,10.64,9.2,2.45
20160203:0910,58.74,18.35,9.5,2.9
20160203:1010,31.7,24.19,9.27,3.42
20160203:1110,79.25,27.59,9.04,3.94
20160203:1210,84.85,28.11,8.8,4.47
20160203:1310,58.74,25.68,7.83,4.65
20160203:1410,213.42,20.62,6.86,4.83
20160203:1510,147.03,13.49,5.88,5.01
20160203:1610,3.53,4.86,5.17,5.01
20160203:1710,0.0,0.0,4.46,5.02
20160203:1810,0.0,0.0,3.75,5.02
20160203:1910,0.0,0.0,3.57,4.72
20160203:2010,0.0,0.0,3.4,4.42
20160203:2110,0.0,0.0,3.22,4.12
20160203:2210,0.0,0.0,3.25,4.07
20160203:2310,0.0,0.0,3.29,4.01
20160204:0010,0.0,0.0,3.32,3.96
20160204:0110,0.0,0.0,3.16,4.07
20160204:0210,0.0,0.0,2.99,4.19
20160204:0310,0.0,0.0,2.82,4.3
20160204:0410,0.0,0.0,2.76,4.19
20160204:0510,0.0,0.0,2.71,4.08
20160204:0610,0.0,0.0,2.65,3.97
20160204:0710,0.0,0.0,3.02,4.0
20160204:0810,74.29,10.86,3.39,4.03
20160204:0910,94.74,18.59,3.75,4.06
20160204:1010,41.96,24.46,4.52,3.99
20160204:1110,126.81,27.88,5.29,3.93
20160204:1210,126.81,28.41,6.06,3.86
20160204:1310,66.2,25.97,6.4,3.68
20160204:1410,91.37,20.9,6.73,3.5
20160204:1510,57.81,13.75,7.06,3.32
20160204:1610,21.19,5.1,6.76,3.26
20160204:1710,0.0,0.0,6.45,3.2
20160204:1810,0.0,0.0,6.14,3.14
20160204:1910,0.0,0.0,6.17,3.25
20160204:2010,0.0,0.0,6.21,3.36
20160204:2110,0.0,0.0,6.24,3.46
20160204:2210,0.0,0.0,6.42,3.19
20160204:2310,0.0,0.0,6.6,2.91
20160205:0010,0.0,0.0,6.78,2.63
20160205:0110,0.0,0.0,6.73,2.8
20160205:0210,0.0,0.0,6.68,2.97
20160205:0310,0.0,0.0,6.63,3.13
20160205:0410,0.0,0.0,6.55,2.98
20160205:0510,0.0,0.0,6.48,2.84
20160205:0610,0.0,0.0,6.4,2.69
20160205:0710,0.0,0.0,6.84,2.6
20160205:0810,297.67,11.09,7.27,2.51
20160205:0910,328.91,18.85,7.7,2.43
20160205:1010,170.08,24.74,8.92,2.08
20160205:1110,412.34,28.17,10.14,1.73
20160205:1210,287.22,28.71,11.36,1.38
20160205:1310,387.82,26.27,12.13,1.18
20160205:1410,585.64,21.18,12.89,0.97
20160205:1510,387.51,14.02,13.65,0.77
20160205:1610,22.96,5.35,12.4,1.21
20160205:1710,0.0,0.0,11.14,1.65
20160205:1810,0.0,0.0,9.88,2.08
20160205:1910,0.0,0.0,9.36,2.01
20160205:2010,0.0,0.0,8.84,1.94
20160205:2110,0.0,0.0,8.32,1.88
20160205:2210,0.0,0.0,8.39,1.86
20160205:2310,0.0,0.0,8.46,1.84
20160206:0010,0.0,0.0,8.53,1.82
20160206:0110,0.0,0.0,8.12,1.85
20160206:0210,0.0,0.0,7.71,1.89
20160206:0310,0.0,0.0,7.3,1.92
20160206:0410,0.0,0.0,7.29,2.02
20160206:0510,0.0,0.0,7.27,2.12
20160206:0610,0.0,0.0,7.26,2.22
20160206:0710,0.0,0.0,8.04,2.51
20160206:0810,274.5,11.32,8.82,2.8
20160206:0910,333.57,19.1,9.6,3.09
20160206:1010,650.64,25.02,10.58,3.67
20160206:1110,816.53,28.47,11.55,4.26
20160206:1210,820.63,29.02,12.52,4.84
20160206:1310,526.45,26.57,12.38,4.73
20160206:1410,577.94,21.47,12.24,4.62
20160206:1510,341.01,14.29,12.1,4.51
20160206:1610,28.25,5.6,11.44,4.46
20160206:1710,0.0,0.0,10.77,4.4
20160206:1810,0.0,0.0,10.11,4.34
20160206:1910,0.0,0.0,10.02,4.54
20160206:2010,0.0,0.0,9.92,4.73
20160206:2110,0.0,0.0,9.83,4.92
20160206:2210,0.0,0.0,10.0,5.16
20160206:2310,0.0,0.0,10.16,5.4
20160207:0010,0.0,0.0,10.33,5.64
20160207:0110,0.0,0.0,9.88,5.42
20160207:0210,0.0,0.0,9.42,5.19
20160207:0310,0.0,0.0,8.96,4.97
20160207:0410,0.0,0.0,8.9,4.77
20160207:0510,0.0,0.0,8.84,4.57
20160207:0610,0.0,0.0,8.78,4.37
20160207:0710,0.0,0.0,8.84,3.71
20160207:0810,41.96,11.56,8.9,3.05
20160207:0910,30.77,19.36,8.95,2.39
20160207:1010,54.08,25.31,8.48,2.18
20160207:1110,62.47,28.78,8.01,1.98
20160207:1210,111.89,29.33,7.53,1.78
20160207:1310,128.67,26.87,7.22,2.46
20160207:1410,218.17,21.76,6.91,3.15
20160207:1510,216.17,14.56,6.6,3.83
20160207:1610,29.14,5.86,6.37,3.22
20160207:1710,0.0,0.0,6.13,2.6
20160207:1810,0.0,0.0,5.9,1.99
20160207:1910,0.0,0.0,5.46,1.77
20160207:2010,0.0,0.0,5.03,1.55
20160207:2110,0.0,0.0,4.59,1.34
20160207:2210,0.0,0.0,3.73,1.14
20160207:2310,0.0,0.0,2.87,0.94
20160208:0010,0.0,0.0,2.01,0.74
20160208:0110,0.0,0.0,1.82,0.59
20160208:0210,0.0,0.0,1.63,0.44
20160208:0310,0.0,0.0,1.44,0.29
20160208:0410,0.0,0.0,1.6,0.36
20160208:0510,0.0,0.0,1.75,0.44
20160208:0610,0.0,0.0,1.91,0.51
20160208:0710,0.0,0.0,3.59,0.78
20160208:0810,50.35,11.8,5.27,1.04
20160208:0910,84.85,19.63,6.94,1.31
20160208:1010,116.55,25.6,8.42,1.84
20160208:1110,130.54,29.09,9.89,2.38
20160208:1210,115.62,29.64,11.36,2.91
20160208:1310,121.21,27.18,11.63,3.16
20160208:1410,124.66,22.05,11.89,3.41
20160208:1510,27.97,14.83,12.15,3.66
20160208:1610,22.07,6.11,11.48,3.25
20160208:1710,0.0,0.0,10.8,2.84
20160208:1810,0.0,0.0,10.12,2.43
20160208:1910,0.0,0.0,9.79,2.21
20160208:2010,0.0,0.0,9.46,2.0
20160208:2110,0.0,0.0,9.13,1.78
20160208:2210,0.0,0.0,8.76,1.67
20160208:2310,0.0,0.0,8.39,1.56
20160209:0010,0.0,0.0,8.02,1.45
20160209:0110,0.0,0.0,8.26,1.53
20160209:0210,0.0,0.0,8.5,1.61
20160209:0310,0.0,0.0,8.74,1.7
20160209:0410,0.0,0.0,8.87,1.97
20160209:0510,0.0,0.0,8.99,2.25
20160209:0610,0.0,0.0,9.12,2.52
20160209:0710,0.0,0.0,9.5,3.11
20160209:0810,52.21,12.05,9.87,3.7
20160209:0910,47.55,19.9,10.24,4.29
20160209:1010,78.32,25.89,10.68,4.4
20160209:1110,82.98,29.4,11.11,4.5
20160209:1210,75.52,29.96,11.54,4.61
20160209:1310,104.43,27.49,11.1,4.48
20160209:1410,65.27,22.34,10.66,4.36
20160209:1510,76.99,15.1,10.22,4.23
20160209:1610,29.14,6.36,9.94,4.27
20160209:1710,0.0,0.0,9.65,4.3
20160209:1810,0.0,0.0,9.37,4.33
20160209:1910,0.0,0.0,8.21,4.12
20160209:2010,0.0,0.0,7.05,3.92
20160209:2110,0.0,0.0,5.89,3.71
20160209:2210,0.0,0.0,5.4,3.66
20160209:2310,0.0,0.0,4.9,3.62
20160210:0010,0.0,0.0,4.41,3.57
20160210:0110,0.0,0.0,3.82,3.63
20160210:0210,0.0,0.0,3.22,3.68
20160210:0310,0.0,0.0,2.62,3.74
20160210:0410,0.0,0.0,2.27,3.73
20160210:0510,0.0,0.0,1.92,3.73
20160210:0610,0.0,0.0,1.57,3.72
20160210:0710,10.6,3.13,2.04,3.8
20160210:0810,75.5,12.3,2.51,3.87
20160210:0910,129.12,20.18,2.97,3.94
20160210:1010,315.56,26.19,3.71,3.68
20160210:1110,329.8,29.72,4.44,3.42
20160210:1210,160.54,30.29,5.17,3.16
20160210:1310,167.74,27.81,5.58,3.01
20160210:1410,284.75,22.64,5.99,2.86
20160210:1510,203.95,15.38,6.39,2.72
20160210:1610,15.89,6.62,5.82,2.21
20160210:1710,0.0,0.0,5.24,1.7
20160210:1810,0.0,0.0,4.67,1.19
20160210:1910,0.0,0.0,4.08,1.22
20160210:2010,0.0,0.0,3.5,1.25
20160210:2110,0.0,0.0,2.91,1.28
20160210:2210,0.0,0.0,2.55,1.41
20160210:2310,0.0,0.0,2.19,1.53
20160211:0010,0.0,0.0,1.83,1.66
20160211:0110,0.0,0.0,1.68,1.49
20160211:0210,0.0,0.0,1.53,1.33
20160211:0310,0.0,0.0,1.38,1.17
20160211:0410,0.0,0.0,1.0,0.99
20160211:0510,0.0,0.0,0.62,0.81
20160211:0610,0.0,0.0,0.24,0.63
20160211:0710,11.48,3.37,1.29,0.59
20160211:0810,309.97,12.56,2.33,0.55
20160211:0910,412.39,20.46,3.37,0.51
20160211:1010,793.3,26.5,4.42,0.63
20160211:1110,530.96,30.04,5.46,0.76
20160211:1210,858.33,30.61,6.5,0.88
20160211:1310,288.21,28.13,6.61,1.35
20160211:1410,238.05,22.94,6.72,1.82
20160211:1510,152.54,15.65,6.82,2.29
20160211:1610,29.14,6.88,6.35,2.04
20160211:1710,0.0,0.0,5.88,1.79
20160211:1810,0.0,0.0,5.41,1.54
20160211:1910,0.0,0.0,4.83,1.43
20160211:2010,0.0,0.0,4.24,1.31
20160211:2110,0.0,0.0,3.66,1.2
20160211:2210,0.0,0.0,3.28,0.98
20160211:2310,0.0,0.0,2.89,0.77
20160212:0010,0.0,0.0,2.51,0.55
20160212:0110,0.0,0.0,2.2,0.55
20160212:0210,0.0,0.0,1.89,0.54
20160212:0310,0.0,0.0,1.58,0.54
20160212:0410,0.0,0.0,1.51,0.82
20160212:0510,0.0,0.0,1.44,1.11
20160212:0610,0.0,0.0,1.37,1.39
20160212:0710,13.24,3.61,2.37,1.98
20160212:0810,33.57,12.82,3.36,2.57
20160212:0910,69.93,20.75,4.35,3.16
20160212:1010,114.68,26.81,4.87,3.49
20160212:1110,64.34,30.37,5.39,3.82
20160212:1210,69.0,30.94,5.91,4.15
20160212:1310,92.31,28.45,6.57,4.0
20160212:1410,45.69,23.24,7.23,3.85
20160212:1510,150.35,15.93,7.89,3.7
20160212:1610,6.18,7.13,7.73,3.3
20160212:1710,0.0,0.0,7.56,2.91
20160212:1810,0.0,0.0,7.4,2.51
20160212:1910,0.0,0.0,6.92,2.32
20160212:2010,0.0,0.0,6.45,2.12
20160212:2110,0.0,0.0,5.97,1.93
20160212:2210,0.0,0.0,5.64,1.92
20160212:2310,0.0,0.0,5.32,1.91
20160213:0010,0.0,0.0,4.99,1.9
20160213:0110,0.0,0.0,4.89,1.46
20160213:0210,0.0,0.0,4.78,1.02
20160213:0310,0.0,0.0,4.68,0.58
20160213:0410,0.0,0.0,3.98,0.66
20160213:0510,0.0,0.0,3.28,0.74
20160213:0610,0.0,0.0,2.58,0.83
20160213:0710,11.48,3.86,3.37,1.28
20160213:0810,65.07,13.09,4.16,1.73
20160213:0910,159.37,21.04,4.95,2.18
20160213:1010,122.14,27.12,6.1,2.46
20160213:1110,708.32,30.7,7.25,2.73
20160213:1210,320.82,31.28,8.4,3.01
20160213:1310,77.39,28.77,9.03,3.58
20160213:1410,41.96,23.54,9.66,4.15
20160213:1510,65.27,16.21,10.29,4.72
20160213:1610,7.95,7.39,9.91,4.12
20160213:1710,0.0,0.0,9.52,3.53
20160213:1810,0.0,0.0,9.13,2.94
20160213:1910,0.0,0.0,8.6,2.63
20160213:2010,0.0,0.0,8.07,2.32
20160213:2110,0.0,0.0,7.54,2.01
20160213:2210,0.0,0.0,7.25,1.98
20160213:2310,0.0,0.0,6.96,1.94
20160214:0010,0.0,0.0,6.67,1.9
20160214:0110,0.0,0.0,7.16,1.85
20160214:0210,0.0,0.0,7.64,1.8
20160214:0310,0.0,0.0,8.13,1.75
20160214:0410,0.0,0.0,8.0,2.02
20160214:0510,0.0,0.0,7.87,2.29
20160214:0610,0.0,0.0,7.74,2.55
20160214:0710,5.3,4.12,7.98,2.55
20160214:0810,41.96,13.36,8.22,2.55
20160214:0910,27.04,21.34,8.46,2.55
20160214:1010,83.92,27.44,8.72,2.67
20160214:1110,363.92,31.03,8.97,2.78
20160214:1210,91.37,31.62,9.22,2.9
20160214:1310,167.31,29.1,8.82,2.97
20160214:1410,145.39,23.85,8.42,3.05
20160214:1510,161.84,16.49,8.02,3.13
20160214:1610,39.73,7.65,7.26,2.63
20160214:1710,0.0,0.0,6.49,2.14
20160214:1810,0.0,0.0,5.73,1.64
20160214:1910,0.0,0.0,5.21,1.6
20160214:2010,0.0,0.0,4.68,1.57
20160214:2110,0.0,0.0,4.16,1.53
20160214:2210,0.0,0.0,3.97,1.6
20160214:2310,0.0,0.0,3.79,1.67
20160215:0010,0.0,0.0,3.6,1.74
20160215:0110,0.0,0.0,3.93,2.07
20160215:0210,0.0,0.0,4.26,2.4
20160215:0310,0.0,0.0,4.59,2.73
20160215:0410,0.0,0.0,4.27,2.91
20160215:0510,0.0,0.0,3.94,3.08
20160215:0610,0.0,0.0,3.62,3.26
20160215:0710,14.13,4.37,3.81,3.72
20160215:0810,34.5,13.64,4.0,4.19
20160215:0910,153.01,21.64,4.19,4.66
20160215:1010,207.17,27.77,4.57,4.71
20160215:1110,128.67,31.37,4.94,4.75
20160215:1210,89.51,31.96,5.31,4.8
20160215:1310,127.74,29.42,5.58,4.9
20160215:1410,31.7,24.15,5.85,4.99
20160215:1510,20.51,16.77,6.11,5.09
20160215:1610,15.01,7.91,5.47,4.88
20160215:1710,0.0,0.0,4.82,4.67
20160215:1810,0.0,0.0,4.17,4.46
20160215:1910,0.0,0.0,3.96,4.3
20160215:2010,0.0,0.0,3.74,4.15
20160215:2110,0.0,0.0,3.53,4.0
20160215:2210,0.0,0.0,3.51,3.97
20160215:2310,0.0,0.0,3.48,3.94
20160216:0010,0.0,0.0,3.46,3.92
20160216:0110,0.0,0.0,3.15,3.88
20160216:0210,0.0,0.0,2.84,3.84
20160216:0310,0.0,0.0,2.53,3.81
20160216:0410,0.0,0.0,2.36,3.71
20160216:0510,0.0,0.0,2.18,3.6
20160216:0610,0.0,0.0,2.01,3.5
20160216:0710,18.54,4.64,2.52,3.51
20160216:0810,242.55,13.92,3.03,3.51
20160216:0910,216.57,21.94,3.53,3.52
20160216:1010,233.92,28.09,4.53,3.45
20160216:1110,594.12,31.72,5.52,3.38
20160216:1210,478.53,32.3,6.51,3.31
20160216:1310,260.77,29.75,7.1,3.36
20160216:1410,151.78,24.46,7.69,3.41
20160216:1510,96.7,17.05,8.27,3.46
20160216:1610,40.61,8.17,7.62,2.96
20160216:1710,0.0,0.0,6.97,2.46
20160216:1810,0.0,0.0,6.32,1.96
20160216:1910,0.0,0.0,5.67,1.8
20160216:2010,0.0,0.0,5.03,1.65
20160216:2110,0.0,0.0,4.38,1.49
20160216:2210,0.0,0.0,4.02,1.44
20160216:2310,0.0,0.0,3.65,1.39
20160217:0010,0.0,0.0,3.29,1.34
20160217:0110,0.0,0.0,2.99,1.39
20160217:0210,0.0,0.0,2.68,1.44
20160217:0310,0.0,0.0,2.38,1.49
20160217:0410,0.0,0.0,2.15,1.37
20160217:0510,0.0,0.0,1.91,1.24
20160217:0610,0.0,0.0,1.68,1.12
20160217:0710,18.54,4.9,2.35,0.82
20160217:0810,79.51,14.21,3.01,0.52
20160217:0910,78.32,22.25,3.67,0.22
20160217:1010,74.59,28.42,4.61,0.69
20160217:1110,79.25,32.06,5.55,1.17
20160217:1210,73.66,32.65,6.49,1.64
20160217:1310,89.51,30.09,7.4,1.75
20160217:1410,96.97,24.77,8.31,1.86
20160217:1510,86.99,17.34,9.21,1.97
20160217:1610,43.26,8.43,8.12,1.99
20160217:1710,0.0,0.0,7.02,2.0
20160217:1810,0.0,0.0,5.93,2.01
20160217:1910,0.0,0.0,5.53,1.96
20160217:2010,0.0,0.0,5.13,1.9
20160217:2110,0.0,0.0,4.73,1.85
20160217:2210,0.0,0.0,4.56,1.91
20160217:2310,0.0,0.0,4.39,1.98
20160218:0010,0.0,0.0,4.22,2.04
20160218:0110,0.0,0.0,3.78,1.93
20160218:0210,0.0,0.0,3.34,1.81
20160218:0310,0.0,0.0,2.9,1.7
20160218:0410,0.0,0.0,2.8,1.71
20160218:0510,0.0,0.0,2.69,1.73
20160218:0610,0.0,0.0,2.59,1.75
20160218:0710,22.96,5.18,3.33,1.81
20160218:0810,256.03,14.5,4.06,1.86
20160218:0910,416.16,22.56,4.79,1.92
20160218:1010,464.63,28.76,5.68,2.12
20160218:1110,574.48,32.41,6.57,2.33
20160218:1210,448.84,33.0,7.45,2.54
20160218:1310,327.56,30.42,7.82,2.41
20160218:1410,82.05,25.08,8.19,2.29
20160218:1510,52.21,17.62,8.56,2.17
20160218:1610,12.36,8.69,7.73,1.92
20160218:1710,0.0,0.0,6.89,1.68
20160218:1810,0.0,0.0,6.06,1.43
20160218:1910,0.0,0.0,5.89,1.18
20160218:2010,0.0,0.0,5.71,0.93
20160218:2110,0.0,0.0,5.54,0.68
20160218:2210,0.0,0.0,5.02,1.03
20160218:2310,0.0,0.0,4.51,1.38
20160219:0010,0.0,0.0,3.99,1.74
20160219:0110,0.0,0.0,4.03,2.06
20160219:0210,0.0,0.0,4.06,2.37
20160219:0310,0.0,0.0,4.1,2.69
20160219:0410,0.0,0.0,3.74,2.8
20160219:0510,0.0,0.0,3.38,2.9
20160219:0610,0.0,0.0,3.02,3.01
20160219:0710,25.61,5.45,3.32,3.27
20160219:0810,86.4,14.79,3.62,3.54
20160219:0910,384.47,22.88,3.92,3.81
20160219:1010,367.07,29.1,4.49,3.9
20160219:1110,470.28,32.77,5.05,4.0
20160219:1210,903.27,33.35,5.61,4.1
20160219:1310,281.77,30.76,5.88,4.0
20160219:1410,89.51,25.39,6.14,3.89
20160219:1510,97.44,17.9,6.4,3.79
20160219:1610,52.09,8.95,5.53,3.29
20160219:1710,0.0,0.0,4.66,2.78
20160219:1810,0.0,0.0,3.79,2.28
20160219:1910,0.0,0.0,3.42,2.17
20160219:2010,0.0,0.0,3.04,2.06
20160219:2110,0.0,0.0,2.67,1.94
20160219:2210,0.0,0.0,2.26,1.77
